Senator,Estimated Holdings,Symbol,Company,Sector,Industry
Susan Collins (R-ME),"$11,300",HD,Home Depot,Health Care,Medical/Dental Instruments
Thad Cochran (R-MS),"$11,200",MMM,3M Company,Health Care,Medical/Dental Instruments
Martin Heinrich (D-MN),"$11,200",DISSX,Dreyfus Small Cap Stock Index,Consumer Services,Catalog/Specialty Distribution
Mike Rounds (R-SD),"$11,200",VDC,Vanguard Consumer Staples ETF,Consumer Services,Catalog/Specialty Distribution
Thad Cochran (R-MS),"$11,200",KSU,Kansas City Southern,Consumer Services,Catalog/Specialty Distribution
Mazie K Hirono (D-HI),"$11,200",SLF,Sun Life Financial,Consumer Services,Catalog/Specialty Distribution
Angus King (D-ME),"$11,200",SCHA,Schwab US Small-Cap ETF,Consumer Services,Catalog/Specialty Distribution
Chuck Grassley (R-IA),"$11,200",CHTRX,Invesco Charter A (NASDAQ),Consumer Services,Catalog/Specialty Distribution
Ted Cruz (R-TX),"$11,200",PAGP,Plains GP Holdings,Consumer Services,Catalog/Specialty Distribution
Gary Peters (D-MI),"$11,200",BXMT,Blackstone Mortgage Trust,Consumer Services,Catalog/Specialty Distribution
James M Inhofe (R-OK),"$11,200",AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution
Martin Heinrich (D-MN),"$11,200",FIIAX,Fidelity Advisor Mid Cap II A,Consumer Services,Real Estate Investment Trusts
Ben Cardin (D-MD),"$11,200",VCIT,Vanguard Interm-Tm Corp Bond Idx ETF,Consumer Services,Real Estate Investment Trusts
Sheldon Whitehouse (D-RI),"$11,100",FIMKX,Fidelity Advisor Emerging Markets Inc Fund,Consumer Services,Real Estate Investment Trusts
Thad Cochran (R-MS),"$11,100",TFC,BB&T Corp,Consumer Services,Real Estate Investment Trusts
Cory Gardner (R-CO),"$11,100",PCHSX,Putnam Global Health Care Fund,Consumer Services,Real Estate Investment Trusts
Jim Risch (R-ID),"$11,100",PRMSX,T Rowe Price Merging Markets Stock Fund,Consumer Services,Real Estate Investment Trusts
Tom Carper (D-DE),"$11,100",LIT,Global X Lithium &amp; Battery,Consumer Services,Real Estate Investment Trusts
Chuck Grassley (R-IA),"$11,100",ARSVX,ASTON/River Road Small Cap Value Fund,Consumer Services,Real Estate Investment Trusts
Gary Peters (D-MI),"$11,100",RBS,Royal Bank of Scotland,Consumer Services,Real Estate Investment Trusts
Gary Peters (D-MI),"$11,000",HR,Healthcare Realty Trust,Consumer Services,Real Estate Investment Trusts
Ron Wyden (D-OR),"$11,000",IWM,iShares Russell 2000 ETF,Consumer Services,Real Estate Investment Trusts
John Boozman (R-AR),"$11,000",DOW,Dow Chemical,Consumer Services,Real Estate Investment Trusts
Ron Wyden (D-OR),"$11,000",VWAHX,Vanguard High Yield Tax Exempt Fund,Consumer Services,Real Estate Investment Trusts
Angus King (D-ME),"$11,000",IJJ,iShares S&P Mid Cap 400 Value Index,Consumer Services,Real Estate Investment Trusts
Bernie Sanders (D-VT),"$11,000",VMGLX,Valic Mod Growth Fund,Consumer Services,Real Estate Investment Trusts
Ron Wyden (D-OR),"$11,000",PFORX,PIMCO Foreign Bond (USD-Hedged) Fund,Consumer Services,Real Estate Investment Trusts
Sheldon Whitehouse (D-RI),"$11,000",PFORX,PIMCO Foreign Bond (USD-Hedged) Fund,Consumer Services,Real Estate Investment Trusts
Jim Risch (R-ID),"$11,000",PRFDX,T Rowe Price Equity Income,Consumer Services,Real Estate Investment Trusts
James M Inhofe (R-OK),"$11,000",DFS,Discover Financial Services,Consumer Services,Real Estate Investment Trusts
Tom Carper (D-DE),"$11,000",ARE,"Alexandria Real Estate Equities, Inc.",Consumer Services,Real Estate Investment Trusts
James M Inhofe (R-OK),"$10,900",MCD,McDonald's Corp,Consumer Services,Television Services
Barbara A Mikulski (D-MD),"$10,900",GLD,SPDR Gold Shares ETF,Consumer Services,Television Services
Mark Warner (D-VA),"$10,900",GLD,SPDR Gold Shares ETF,Consumer Services,Television Services
Rob Portman (R-OH),"$10,900",GLD,SPDR Gold Shares ETF,Consumer Services,Television Services
Dan Sullivan (R-AK),"$10,900",GFAFX,American Funds Growth Fund of Amer F1,Consumer Services,Television Services
John Hoeven (R-ND),"$10,900",USB,U.S. Bancorp,Consumer Services,Television Services
Amy Klobuchar (D-MN),"$10,900",FIHBX,Federated High Yield Bond Institutional,Consumer Services,Television Services
Ron Wyden (D-OR),"$10,900",FIHBX,Federated High Yield Bond Institutional,Consumer Services,Television Services
John Hoeven (R-ND),"$10,900",UA,"Under Armour, Inc.",Consumer Services,Television Services
John Thune (R-SD),"$10,800",PHYS,Sprott Physical Gold Trust ETV,Consumer Services,Television Services
Rob Portman (R-OH),"$10,800",VWEHX,Vanguard High-Yield Corporate Inv (NASDAQ),Consumer Services,Television Services
Ben Sasse (R-NE),"$10,800",CVFCX,Pioneer Value Fund,Consumer Services,Television Services
Thad Cochran (R-MS),"$10,800",EMB,iShares JPMorgan USD Emerging Markets,Consumer Services,Television Services
Jim Risch (R-ID),"$10,700",ACGIX,Invesco Van Kampen Growth & Income Fund,Consumer Services,Television Services
Tom Carper (D-DE),"$10,700",GS,Goldman Sachs,Consumer Services,Television Services
Bill Cassidy (R-LA),"$10,700",CMCSA,Comcast Corporation,Consumer Services,Television Services
Jerry Moran (R-KS),"$10,700",GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
Ben Cardin (D-MD),"$10,700",PCY,PowerShares Emerging Markets Sov Dbt ETF,Technology,Computer Manufacturing
Tammy Duckworth (D-IL),"$10,700",BBL,BHP Billiton plc,Technology,Computer Manufacturing
John Boozman (R-AR),"$10,600",AAPL,Apple Inc.,Technology,Computer Manufacturing
Amy Klobuchar (D-MN),"$10,600",PRSVX,T Rowe Price Small Cap Value,Finance,Finance: Consumer Services
Mike Rounds (R-SD),"$10,600",VAW,Vanguard Materials ETF,Finance,Finance: Consumer Services
Doug Jones (D-AL),"$10,600",HWMIX,Hotchkis & Wiley Mid-Cap Value,Finance,Finance: Consumer Services
Angus King (D-ME),"$10,600",SGENX,First Eagle Funds - Global Fund Mutual Fund,Finance,Finance: Consumer Services
John Thune (R-SD),"$10,600",SGENX,First Eagle Funds - Global Fund Mutual Fund,Finance,Finance: Consumer Services
Cory Gardner (R-CO),"$10,600",LAFPX,Lord Abbott Affiliated Fund,Finance,Finance: Consumer Services
Gary Peters (D-MI),"$10,600",GS,Goldman Sachs,Finance,Finance: Consumer Services
John Thune (R-SD),"$10,600",OAKBX,Oakmark Equity & Income Fund,Finance,Finance: Consumer Services
Lindsey Graham (R-SC),"$10,500",PENNX,Royce Pennsylvania Mutual Invmt Fund,Finance,Finance: Consumer Services
David Perdue (R-GA),"$10,500",QCOM,Qualcomm Inc,Finance,Finance: Consumer Services
David Perdue (R-GA),"$10,500",SO,Southern Co,Finance,Finance: Consumer Services
Mike Enzi (R-WY),"$10,500",DODIX,Dodge & Cox Income Fund,Finance,Finance: Consumer Services
Thad Cochran (R-MS),"$10,500",AXP,American Express Company,Finance,Finance: Consumer Services
David Perdue (R-GA),"$10,500",DFLVX,Charles Schwab Accounts - DFA US Large Cap Value,Health Care,Major Pharmaceuticals
Jerry Moran (R-KS),"$10,500",BAC,Bank of America,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$10,500",CEM,ClearBridge American Energy MLP Fund,Health Care,Major Pharmaceuticals
Mike Enzi (R-WY),"$10,500",DSU,DSU - BlackRock Debt Strategies Fund Inc,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$10,500",WFC,Wells Fargo,Health Care,Major Pharmaceuticals
Thom Tillis (R-NC),"$10,500",CRSAX,Credit Suisse Commodity Ret Strat Fund,Health Care,Major Pharmaceuticals
Rob Portman (R-OH),"$10,500",GSG,iShares S&P GSCI Commodity Indexed Trust,Health Care,Major Pharmaceuticals
Brian Schatz (D-HI),"$10,400",MFUAX,Wellington Select Fundamental Value Fund,Health Care,Major Pharmaceuticals
Bernie Sanders (D-VT),"$10,400",TIBDX,Cref Fixed Income,Health Care,Major Pharmaceuticals
Mike Rounds (R-SD),"$10,400",VOX,Vanguard Telecommunication Services ETF,Health Care,Major Pharmaceuticals
David Perdue (R-GA),"$10,400",PHIYX,Pimco High Yield Fund Institutional Class,Health Care,Major Pharmaceuticals
Shelley Moore Capito (R-WV),"$10,400",BAF,BlackRock Inc,Health Care,Major Pharmaceuticals
Mike Enzi (R-WY),"$10,400",KHYAX,KHYAX - DWS High Income A (NASDAQ),Health Care,Major Pharmaceuticals
Gary Peters (D-MI),"$10,400",SLY,SPDR S&amp;P 600 Small Cap ETF (NYSEArca),Health Care,Major Pharmaceuticals
Maria Cantwell (D-WA),"$10,400",BND,Vanguard Bond Index ETF,Health Care,Major Pharmaceuticals
Rand Paul (R-KY),"$10,400",BND,Vanguard Bond Index ETF,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$10,400",BND,Vanguard Bond Index ETF,Health Care,Major Pharmaceuticals
Bill Cassidy (R-LA),"$10,400",ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$10,400",EWJ,iShares Inc - iShares MSCI Japan ETF,Consumer Non-Durables,Packaged Foods
Joni Ernst (R-IA),"$10,300",IIIIX,Voya International Index Port A,Consumer Non-Durables,Packaged Foods
Jerry Moran (R-KS),"$10,300",GIS,General Mills,Consumer Non-Durables,Packaged Foods
Ben Sasse (R-NE),"$10,300",VOE,Vanguard Index Funds Vanguard Mid-Cap Value,Consumer Non-Durables,Packaged Foods
Mike Crapo (R-ID),"$10,300",VARIX,Virtus Dynamic AlphaSector I Filer,Consumer Non-Durables,Packaged Foods
Thad Cochran (R-MS),"$10,300",HTGC,Hercules Technology Growth Capital Inc,Consumer Non-Durables,Packaged Foods
Thad Cochran (R-MS),"$10,300",AGG,Ishares Core US Aggregate Bond ETF,Consumer Non-Durables,Packaged Foods
David Perdue (R-GA),"$10,300",RL,Ralph Lauren Corp,Consumer Non-Durables,Packaged Foods
Susan Collins (R-ME),"$10,300",VFC,V.F. Corporation,Consumer Non-Durables,Packaged Foods
Lisa Murkowski (R-AK),"$10,300",SCHZ,Schwab US Aggregate Bond ETF,Consumer Non-Durables,Packaged Foods
Tom Cotton (R-AR),"$10,300",ODVIX,MFO Oppenheimer Developing Markets Funds Class 1,Consumer Non-Durables,Packaged Foods
Jim Risch (R-ID),"$10,300",DBIRX,Mellon Aggregate Bond Index Fund,Consumer Non-Durables,Packaged Foods
Mike Enzi (R-WY),"$10,300",JDD,Nuveen Diversified Dividend & Income Fund,Consumer Non-Durables,Packaged Foods
Shelley Moore Capito (R-WV),"$10,200",K,Kellogg Co,Consumer Non-Durables,Packaged Foods
Tim Scott (R-SC),"$10,200",FASIX,Fidelity Asset Manager 20% Fund,Consumer Non-Durables,Packaged Foods
Barbara A Mikulski (D-MD),"$10,200",MDXBX,T Rowe Price MD Tax-Free Bond,Consumer Non-Durables,Packaged Foods
Gary Peters (D-MI),"$10,200",SJM,JM Smucker Co,Consumer Non-Durables,Packaged Foods
Jeff Merkley (D-OR),"$10,200",FDVLX,FDVLX - Fidelity Value (NASDAQ),Consumer Non-Durables,Packaged Foods
Bernie Sanders (D-VT),"$10,200",VCSBX,Valic Strategic Bond Fund,Consumer Non-Durables,Packaged Foods
Thom Tillis (R-NC),"$10,200",MEIRX,MassMutual Premier International,Consumer Non-Durables,Packaged Foods
Joni Ernst (R-IA),"$10,100",IVGIX,VY Invesco Growth & Income Portfolio,Consumer Non-Durables,Packaged Foods
Tom Carper (D-DE),"$10,100",ENDTF,Canoe EIT Income Trust,Consumer Non-Durables,Packaged Foods
John Boozman (R-AR),"$10,100",ADM,Archer-Daniels-Midland Company,Consumer Non-Durables,Packaged Foods
Sheldon Whitehouse (D-RI),"$10,000",PFE,Pfizer Inc,Technology,Computer Manufacturing
Joni Ernst (R-IA),"$10,000",IVKIX,VY Invesco Comstock Port I,Technology,Computer Manufacturing
James M Inhofe (R-OK),"$10,000",ST,Sensata Technologies Holding PLC,Technology,Computer Manufacturing
Sheldon Whitehouse (D-RI),"$10,000",EPI,WisdomTree India Earnings ETF,Technology,Computer Manufacturing
Rand Paul (R-KY),"$10,000",VFITX,VFITX - Vanguard Interm-Term Treasury Inv (NASDAQ),Technology,Computer Manufacturing
Mike Enzi (R-WY),"$10,000",VFIJX,Vanguard GNMA Fund,Technology,Computer Manufacturing
Dick Durbin (D-IL),"$10,000",MFC,Manulife Financial,Technology,Computer Manufacturing
Jim Risch (R-ID),"$10,000",PREMX,T Rowe Price Emerging Markets Bond Fund,Technology,Computer Manufacturing
Dianne Feinstein (D-CA),"$10,000",LTM,Latam GP LP,Technology,Computer Manufacturing
Chuck Grassley (R-IA),"$10,000",MN,Manning & Napier Equity,Technology,Computer Manufacturing
James Lankford (R-OK),"$10,000",PPIAX,Deutsche Ultra Short Duration Fund,Technology,Computer Manufacturing
Bill Cassidy (R-LA),"$9,900",BLK,"BlackRock, Inc.",Technology,Computer Manufacturing
Bernie Sanders (D-VT),"$9,900",VCGSX,Valic Govt Securities Fund,Technology,Computer Manufacturing
Tom Cotton (R-AR),"$9,900",DFSTX,DFA US Small Cap Fund,Technology,Computer Manufacturing
Ben Cardin (D-MD),"$9,900",MBB,Barclay Mbs Bond,Technology,Computer Manufacturing
Sheldon Whitehouse (D-RI),"$9,900",OHYFX,JPMorgan High Yield Select Fund,Technology,Computer Manufacturing
Thad Cochran (R-MS),"$9,800",JNK,JNK-SPDR Barclays High Yield Bond ETF,Technology,Computer Manufacturing
Mike Crapo (R-ID),"$9,800",FBAAX,SunAmerica Focused Balanced Strategy Fund,Technology,Computer Manufacturing
John Boozman (R-AR),"$9,800",PHB,Invesco Fundamental High Yield Corp Bond ETF,Technology,Computer Manufacturing
Sheldon Whitehouse (D-RI),"$9,800",MERIX,Merger Institutional,Technology,Computer Manufacturing
Mike Rounds (R-SD),"$9,800",VNQ,Vanguard REIT ETF,Technology,Computer Manufacturing
Thad Cochran (R-MS),"$9,800",NML,Neuberger Berman MLP and Energy Income Fund Inc.,Technology,Computer Manufacturing
Gary Peters (D-MI),"$9,800",EFA,Equity Investments MSCI EAFE,Technology,Computer Manufacturing
Angus King (D-ME),"$9,800",UPS,United Parcel Service,Technology,Computer Manufacturing
Thad Cochran (R-MS),"$9,800",UPS,United Parcel Service,Technology,Computer Manufacturing
Ben Cardin (D-MD),"$9,800",TWTIX,American Century IntermTrm Tx-Fr Bond,Technology,Computer Manufacturing
Sheldon Whitehouse (D-RI),"$9,800",RPIFX,T Rowe Price Insitututional Floating Rate,Technology,Computer Manufacturing
Chuck Grassley (R-IA),"$9,800",CCYIX,Columbia Acorn International Fund,Technology,Computer Manufacturing
Tom Carper (D-DE),"$9,700",GSG,iShares S&P GSCI Commodity Indexed Trust,Technology,Computer Manufacturing
Joni Ernst (R-IA),"$9,700",IGA,Voya Global Value Advantage A (NASDAQ),Technology,Computer Manufacturing
Ben Cardin (D-MD),"$9,700",TIP,iShares Tips Bond ETF,Technology,Computer Manufacturing
Tom Carper (D-DE),"$9,700",MANT,Mantech Intl,Technology,Computer Manufacturing
Bill Cassidy (R-LA),"$9,700",PSX,Phillips 66,Technology,Computer Manufacturing
Jack Reed (D-RI),"$9,700",CVS,CVS Health,Technology,Computer Manufacturing
Ben Cardin (D-MD),"$9,700",AGZ,Barclay Agency Bond,Technology,Computer Manufacturing
Angus King (D-ME),"$9,700",GVI,iShares Interm Government/Credit Bond,Technology,Computer Manufacturing
James M Inhofe (R-OK),"$9,700",HBI,Hanesbrands Inc.,Technology,Computer Manufacturing
Bill Cassidy (R-LA),"$9,600",T,AT&T Inc,Technology,Computer Manufacturing
John Cornyn (R-TX),"$9,600",AAPL,Apple Inc.,Technology,Computer Manufacturing
Mike Enzi (R-WY),"$9,600",VAIPX,Vanguard Inflation-Protected Secs Adm Fund,Health Care,Medical Specialities
Sheldon Whitehouse (D-RI),"$9,600",ARTIX,Artisan Fund International Fund,Health Care,Medical Specialities
David Perdue (R-GA),"$9,600",DCP,Dcp Midstream,Health Care,Medical Specialities
Susan Collins (R-ME),"$9,600",DD,DowDuPont Inc,Health Care,Medical Specialities
David Perdue (R-GA),"$9,600",ANTM,"Anthem, Inc.",Health Care,Medical Specialities
Ben Sasse (R-NE),"$9,600",VSS,Vanguard FTSE All-Wld ex-US SmCp ETF,Technology,EDP Services
Mike Rounds (R-SD),"$9,600",VSS,Vanguard FTSE All-Wld ex-US SmCp ETF,Technology,EDP Services
Jerry Moran (R-KS),"$9,500",WFC,Wells Fargo,Technology,EDP Services
Tom Carper (D-DE),"$9,500",VOD,Vodafone Group,Technology,EDP Services
Lisa Murkowski (R-AK),"$9,500",SCHE,Schwab Emerging Market ETF,Technology,EDP Services
Angus King (D-ME),"$9,500",ODMAX,Oppenheimer Developing Markets Fund,Technology,EDP Services
Sheldon Whitehouse (D-RI),"$9,500",ODMAX,Oppenheimer Developing Markets Fund,Technology,EDP Services
Thom Tillis (R-NC),"$9,500",DIAMX,Diamond Hill Long-Short I Fund,Technology,EDP Services
Tom Carper (D-DE),"$9,400",INTC,INTC-Intel Corp,Technology,EDP Services
Ben Cardin (D-MD),"$9,400",OIGNX,Oppenheimer International Growth Fund,Technology,EDP Services
Chris Coons (D-DE),"$9,400",OIGNX,Oppenheimer International Growth Fund,Technology,EDP Services
Angus King (D-ME),"$9,400",VWO,Vanguard Emerging Markets ETF,Technology,EDP Services
Rob Portman (R-OH),"$9,400",VWO,Vanguard Emerging Markets ETF,Technology,EDP Services
Ron Wyden (D-OR),"$9,400",VWO,Vanguard Emerging Markets ETF,Technology,EDP Services
Sheldon Whitehouse (D-RI),"$9,400",VWO,Vanguard Emerging Markets ETF,Technology,EDP Services
Sheldon Whitehouse (D-RI),"$9,400",VMW,VMware Inc,Technology,EDP Services
Thad Cochran (R-MS),"$9,400",CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services
Mike Rounds (R-SD),"$9,300",VMBS,Vanguard Mortgage-Backed Securities ETF,Finance,Accident &Health Insurance
John N Kennedy (R-LA),"$9,300",MTUM,iShares Edge MSCI USA Momentum Factor ETF,Finance,Accident &Health Insurance
Tom Carper (D-DE),"$9,300",DEO,Diageo Plc,Finance,Accident &Health Insurance
Thad Cochran (R-MS),"$9,300",IWN,iShares Russell 2000 Value Index,Finance,Accident &Health Insurance
Tom Carper (D-DE),"$9,300",IWN,iShares Russell 2000 Value Index,Finance,Accident &Health Insurance
Sheldon Whitehouse (D-RI),"$9,300",VEVIX,Victory Sycamore Established Value I,Finance,Accident &Health Insurance
Angus King (D-ME),"$9,200",NEZYX,Loomis Sayles Strategic Income Fund,Finance,Accident &Health Insurance
Angus King (D-ME),"$9,200",WBFFX,American Funds Capital World Bond F1,Finance,Accident &Health Insurance
Susan Collins (R-ME),"$9,200",MCK,McKesson Corporation,Finance,Accident &Health Insurance
Tom Carper (D-DE),"$9,200",UHT,Universal Health Realty Income Trust,Finance,Accident &Health Insurance
John Thune (R-SD),"$9,200",OAKGX,Oakmark Global I,Finance,Accident &Health Insurance
Jerry Moran (R-KS),"$9,200",SLB,Schlumberger Ltd,Finance,Accident &Health Insurance
James Lankford (R-OK),"$9,200",AEMGX,Acadian Emerging Markets Fund,Finance,Accident &Health Insurance
Mike Rounds (R-SD),"$9,200",VNQI,Vanguard Global ex-US Real Estate ETF,Finance,Accident &Health Insurance
James Lankford (R-OK),"$9,200",OOSNX,Oppenheimer Senior Floating Rate Fund,Finance,Accident &Health Insurance
Ben Cardin (D-MD),"$9,200",TEDMX,Templeton Developing Market Security,Finance,Accident &Health Insurance
Sheldon Whitehouse (D-RI),"$9,200",HLEMX,Harding Loevner Emerging Markets Advisor,Finance,Accident &Health Insurance
Barbara A Mikulski (D-MD),"$9,100",TEDIX,Mutual Global Discovery Fund,Finance,Accident &Health Insurance
Mike Rounds (R-SD),"$9,100",BSV,Vanguard Short Term Bond Fund,Finance,Accident &Health Insurance
Angus King (D-ME),"$9,100",EFA,Equity Investments MSCI EAFE,Finance,Accident &Health Insurance
Ron Wyden (D-OR),"$9,100",EFA,Equity Investments MSCI EAFE,Finance,Accident &Health Insurance
Thad Cochran (R-MS),"$9,100",EFA,Equity Investments MSCI EAFE,Finance,Accident &Health Insurance
Shelley Moore Capito (R-WV),"$9,100",UPS,United Parcel Service,Finance,Accident &Health Insurance
Jim Risch (R-ID),"$9,100",TGFRX,Tanaka Growth Fund,Finance,Accident &Health Insurance
Angus King (D-ME),"$9,100",IGAAX,American Funds International Growth & Income Fund,Finance,Accident &Health Insurance
Angus King (D-ME),"$9,100",EEM,iShares Emerging Market,Finance,Accident &Health Insurance
Thad Cochran (R-MS),"$9,100",EEM,iShares Emerging Market,Finance,Accident &Health Insurance
David Perdue (R-GA),"$9,100",CAT,Caterpillar Inc,Finance,Accident &Health Insurance
Maria Cantwell (D-WA),"$9,000",AVPAX,AVPAX - American Beacon Small Cp Val Inv (NASDAQ)F,Finance,Accident &Health Insurance
Tina Smith (D-MN),"$9,000",JNJ,Johnson & Johnson,Finance,Accident &Health Insurance
Bernie Sanders (D-VT),"$9,000",VCIEX,Valic International Equities Fund,Finance,Accident &Health Insurance
Angus King (D-ME),"$9,000",PTLDX,PIMCO Low Duration Institutional,Finance,Accident &Health Insurance
Tom Carper (D-DE),"$9,000",JCI,Johnson Controls International,Finance,Accident &Health Insurance
Patty Murray (D-WA),"$9,000",FFXSX,Fidelity Limited Term Government,Finance,Accident &Health Insurance
Thad Cochran (R-MS),"$9,000",DD,DowDuPont Inc,Finance,Accident &Health Insurance
Bill Cassidy (R-LA),"$9,000",IHE,iShares US Pharmaceuticals,Finance,Accident &Health Insurance
Tom Carper (D-DE),"$9,000",NWL,Newell Brands,Finance,Accident &Health Insurance
Cory Gardner (R-CO),"$9,000",LMCPX,Lord Abbott Mid Cap Stock Fund,Finance,Accident &Health Insurance
Cory Gardner (R-CO),"$8,900",LRSYX,Lord Abbott Small Cap Fund,Finance,Accident &Health Insurance
David Perdue (R-GA),"$8,900",KO,Coca-Cola Co,Finance,Accident &Health Insurance
Tom Carper (D-DE),"$8,900",TU,Telus Corp,Finance,Accident &Health Insurance
Ben Cardin (D-MD),"$8,900",IVIAX,Ivy VIP International Core - Subaccount,Finance,Accident &Health Insurance
Bill Cassidy (R-LA),"$8,900",DOW,Dow Chemical,Finance,Accident &Health Insurance
Angus King (D-ME),"$8,900",RTX,United Technologies,Finance,Accident &Health Insurance
Tom Carper (D-DE),"$8,900",BMY,Bristol-Myers Squibb,Finance,Accident &Health Insurance
Thad Cochran (R-MS),"$8,900",QAI,IQ Hedge Multi-Strategy Tracker ETF,Finance,Accident &Health Insurance
David Perdue (R-GA),"$8,900",FOXA,Fox Corporation,Finance,Accident &Health Insurance
Doug Jones (D-AL),"$8,900",MISGX,Meridian Small Cap Growth Fund Investor Shares,Finance,Accident &Health Insurance
Mike Crapo (R-ID),"$8,800",OOSNX,Oppenheimer Senior Floating Rate Fund,Finance,Accident &Health Insurance
Mike Rounds (R-SD),"$8,800",VTIP,Vanguard Short-Term Infl-Prot Secs ETF,Finance,Accident &Health Insurance
Angus King (D-ME),"$8,800",WAT,Waters Corp,Finance,Accident &Health Insurance
David Perdue (R-GA),"$8,800",VNQ,Vanguard REIT ETF,Finance,Accident &Health Insurance
Sheldon Whitehouse (D-RI),"$8,800",KBWY,PowerShares KBW Premium Yld Eq REIT ETF,Finance,Accident &Health Insurance
Thad Cochran (R-MS),"$8,800",FLRN,SPDR Barclays Investment Grd Fl Rt ETF,Finance,Accident &Health Insurance
Gary Peters (D-MI),"$8,700",PPR,Voya Prime Rate Trust,Finance,Accident &Health Insurance
Cory Gardner (R-CO),"$8,700",FTGFX,Templeton Growth Fund,Finance,Accident &Health Insurance
John Boozman (R-AR),"$8,700",KMB,Kimberly-Clark Corp,Finance,Accident &Health Insurance
John Boozman (R-AR),"$8,700",VTI,Vanguard Index Fds Total Stk Mkt,Finance,Accident &Health Insurance
Tom Carper (D-DE),"$8,700",KNX,Knight-Swift Transportation Holdings,Finance,Accident &Health Insurance
Gary Peters (D-MI),"$8,700",SPG,"Simon Property Group, Inc.",Finance,Accident &Health Insurance
Shelley Moore Capito (R-WV),"$8,700",RTX,United Technologies,Finance,Accident &Health Insurance
David Perdue (R-GA),"$8,700",AFL,Aflac Incorporated,Finance,Accident &Health Insurance
Bill Cassidy (R-LA),"$8,700",TROW,"T. Rowe Price Group, Inc.",Health Care,Medical/Dental Instruments
John Boozman (R-AR),"$8,700",EMTL,Ssga Active Tr SPDR Dbleln Emrg,Health Care,Medical/Dental Instruments
Bill Cassidy (R-LA),"$8,600",PG,Procter & Gamble,Health Care,Medical/Dental Instruments
Ron Wyden (D-OR),"$8,600",VWSTX,Vanguard Short Term Tax Exempt Fund,Health Care,Medical/Dental Instruments
Doug Jones (D-AL),"$8,600",EGRIX,EGRIX - Eaton Vance Glbl Macro Abs Ret Advtg I,Health Care,Medical/Dental Instruments
Pat Roberts (R-KS),"$8,600",WMT,Wal-Mart Stores,Health Care,Medical/Dental Instruments
Sheldon Whitehouse (D-RI),"$8,600",PGR,The Progressive Corporation,Health Care,Medical/Dental Instruments
John Boozman (R-AR),"$8,600",CMBS,CMBS Bond ETF,Health Care,Medical/Dental Instruments
Bill Cassidy (R-LA),"$8,500",MMM,3M Company,Health Care,Medical/Dental Instruments
Gary Peters (D-MI),"$8,500",IGR,CBRE Clarion Global Real Estate,Technology,Semiconductors
Tammy Duckworth (D-IL),"$8,500",WBA,Walgreen Co,Technology,Semiconductors
Susan Collins (R-ME),"$8,500",SRCL,Stericycle Inc,Technology,Semiconductors
Ron Wyden (D-OR),"$8,500",FMUSX,Federated Muni Ultra Short,Technology,Semiconductors
Bill Cassidy (R-LA),"$8,500",JPM,JPMorgan Chase & Co,Technology,Semiconductors
Sheldon Whitehouse (D-RI),"$8,500",VTRIX,VTRIX - Vanguard International Value Inv (NASDAQ),Technology,Semiconductors
John Boozman (R-AR),"$8,500",IEI,iShares 3-7 Year Treasury Bond ETF,Technology,Semiconductors
Tom Carper (D-DE),"$8,500",TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors
David Perdue (R-GA),"$8,500",FHB,"First Hawaiian, Inc.",Technology,Semiconductors
Jack Reed (D-RI),"$8,400",ADI,"Analog Devices, Inc.",Technology,Semiconductors
Joni Ernst (R-IA),"$8,400",IRGIX,Voya Clarion Real Estate Portfolio,Technology,EDP Services
Sheldon Whitehouse (D-RI),"$8,400",RWX,SPDR DJ International Real Estate,Technology,EDP Services
Tom Carper (D-DE),"$8,400",SMIN,Ishares MSCI India Sm Cap,Technology,EDP Services
Sheldon Whitehouse (D-RI),"$8,400",NEE,NextEra Energy,Technology,EDP Services
Gary Peters (D-MI),"$8,400",OFC,Corporate Office Properties Trust,Technology,EDP Services
Sheldon Whitehouse (D-RI),"$8,300",GAFYX,GAFYX - Natixis ASG Global Alternatives Y (NASDAQ),Technology,EDP Services
Tom Cotton (R-AR),"$8,300",CIVVX,MFO Causeway Cap Mgmt Tr Intl Value Fund,Technology,EDP Services
Tom Carper (D-DE),"$8,300",SJR,Shaw Communications,Technology,EDP Services
Ben Cardin (D-MD),"$8,300",DRFMX,DRFMX - Dreyfus Emerging Markets A (NASDAQ),Technology,EDP Services
James M Inhofe (R-OK),"$8,300",CERN,Cerner Corporation,Technology,EDP Services
John Boozman (R-AR),"$8,300",VNQ,Vanguard REIT ETF,Finance,Specialty Insurers
Angus King (D-ME),"$8,300",OAKEX,Oakmark International Small Cap Fund,Finance,Specialty Insurers
Bill Cassidy (R-LA),"$8,200",UPS,United Parcel Service,Finance,Specialty Insurers
